original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Moonlight,376867,en,26.94,2016-10-21,7.4,5825,['Drama'],tender heartbreaking story young man struggle find told across three defining chapter life experience ecstasy pain beauty falling love grappling sexuality,65046687,111.0,This is the story of a lifetime,230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
傷物語〈Ⅰ鉄血篇〉,357786,ja,26.537,2016-01-08,7.8,178,"['Animation', 'Fantasy', 'Mystery', 'Horror', 'Action']",one day encounter horrifying vampire kiss shot king save fatally wounded offering blood expense life human ha face vampire hunter retrieve limb taken hunter,0,64.0,,348,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Star Wars: The Clone Wars,12180,en,28.282,2008-08-05,6.1,1457,"['Animation', 'Action', 'Science Fiction', 'Adventure']",first computer animated film must find kidnapped son return safely seperatists try anything stop ruin chance diplomatic agreement,68282844,98.0,,313,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scooby-Doo! and the Monster of Mexico,21956,en,25.279,2003-09-30,7.2,223,"['Animation', 'Comedy', 'Family', 'Mystery']",friend invite gang find monster terrorizing town,0,75.0,,141,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Holidate,615665,en,26.525,2020-10-27,7.1,1466,"['Comedy', 'Romance']",single holiday two stranger agree platonic plus one year long catch real feeling along way,0,104.0,Who's your perfect plus-one?,153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Taxi 2,2332,fr,33.278,2000-03-25,6.2,1296,"['Action', 'Comedy']",cabdriver cop race rescue love interest japanese minister defense kidnapper,64400000,82.0,France's answer to the Italian job,115,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Little Pony: Equestria Girls - Rainbow Rocks,292177,en,30.781,2014-09-27,7.9,110,"['Family', 'Animation', 'Music']",music rule rainbow rock pal compete top spot talent show girl must rock way top outshine rival band restore harmony back,0,75.0,"To Restore Harmony, The Bands Must Battle!",277,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
RoboCop,97020,en,27.029,2014-01-30,5.8,4480,"['Science Fiction', 'Action']",year multinational conglomerate center robot technology drone used military year forbidden law enforcement omnicorp want bring controversial technology home front see golden opportunity loving husband father good cop best stem tide crime corruption critically injured see chance build part man part robot police officer envisions every city even billion shareholder never counted one thing still man inside machine,242688965,118.0,We've got the future under control.,745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Terminal,594,en,25.723,2004-06-17,7.3,5996,"['Comedy', 'Drama']",man without country plane took coup etat exploded homeland leaving shamble stranded holding passport nobody recognizes quarantined transit lounge authority figure simply go living court romance beautiful flight attendant,219417255,128.0,Life is waiting.,409,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marauders,359412,en,21.78,2016-07-01,5.8,464,"['Action', 'Crime', 'Thriller']",untraceable group elite bank robber chased suicidal agent uncovers deeper purpose behind robbery homicide,0,107.0,The rich will pay,136,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Magic Mike,77930,en,27.525,2012-06-28,6.1,2465,"['Drama', 'Comedy']",experienced stripper take younger performer called wing school art partying picking woman making easy money,167221571,110.0,Work all day. Work it all night.,168,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfriended: Dark Web,505058,en,24.484,2018-07-19,6.3,1084,"['Horror', 'Mystery', 'Thriller']",something find cache hidden file new laptop friend unwittingly thrust depth dark web soon discover someone ha watching every move go unimaginable length protect dark web,9602624,93.0,Death wants some face time.,267,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Wizards of Waverly Place: The Movie,26736,en,30.92,2009-08-28,6.6,1204,"['Family', 'TV Movie', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",powerful magic cast spell trouble kid must go adventure save family existence,0,94.0,Family vacations can be tricky.,134,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
A Simple Favor,484247,en,23.481,2018-08-29,6.6,3347,"['Crime', 'Thriller', 'Mystery', 'Comedy']",stephanie dedicated mother popular vlogger befriends emily mysterious upper class woman whose son attends school son asks pick school disappears undertakes investigation dive deep cloudy past,97644617,117.0,Can you keep a secret?,319,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Boss Baby: Get That Baby!,735364,en,25.757,2020-09-01,6.8,40,"['Comedy', 'Family', 'Animation']",got take bos interactive special put skill test match one job,0,24.0,,153,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lawrence of Arabia,947,en,25.015,1962-12-11,8.0,2165,"['War', 'History', 'Adventure', 'Drama']",story british officer mission aid arab tribe revolt becomes flamboyant messianic figure cause unity psychological instability threatens undermine achievement,69995385,227.0,A mighty motion picture of action and adventure!,296,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
There's Something About Mary,544,en,36.215,1998-07-15,6.6,3970,"['Romance', 'Comedy']",prom night went bad possible night go year later finally get another chance old prom date run suitor including sleazy detective hired find,369884651,119.0,Love Is In The Hair.,242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Plan B,44282,es,25.927,2009-03-27,7.3,72,"['Comedy', 'Drama', 'Romance']",plan win back ex girlfriend hit snag becomes attracted boyfriend,0,103.0,,98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Critters,3980,en,25.513,1986-04-11,6.4,675,"['Horror', 'Action', 'Comedy', 'Science Fiction', 'Thriller']",massive ball furry creature another world eat way small mid western town followed intergalactic bounty hunter opposed militant townspeople,13167232,82.0,"They eat so fast, you don't have time to scream.",178,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Mile 22,347375,en,30.277,2018-08-16,6.2,1715,"['Action', 'Thriller']",elite group operative aided top secret tactical command team must transport asset hold life threatening information extraction point mile away hostile street asian city,66308758,95.0,Option 1: Diplomacy. Option 2: Military. Meet Option 3.,229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hulk,1927,en,33.161,2003-06-19,5.5,4522,"['Action', 'Science Fiction']",genetics researcher tragic past suffers massive radiation exposure laboratory cause transform raging green monster get angry,245360480,138.0,Unleash the hero within.,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Devil,44040,en,26.763,2010-01-13,6.0,2254,"['Horror', 'Mystery', 'Thriller']",group people trapped elevator high one devil,33583175,80.0,Bad Things Happen For A Reason,99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Le bruit des trousseaux,807333,fr,37.215,2021-11-08,8.0,1,"['Drama', 'TV Movie']",young french teacher begin first day class prison meet young woman fall madly love two world open true love prison environment never anymore,0,90.0,,261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Every Day,465136,en,26.269,2018-02-22,7.2,1907,"['Drama', 'Fantasy', 'Romance']",year old fall love mysterious spirit named inhabits different body every day feeling unmatched connection work day find knowing next day bring,10421847,97.0,Every day a different body. Every day a different life. Every day in love with the same girl.,237,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
A Christmas Treasure,866660,en,23.688,2021-11-07,3.5,2,"['TV Movie', 'Comedy', 'Romance']",opening year old time capsule finding grandfather old journal question whether move writing career stay carry family local newspaper chef also crossroad visiting holiday,0,84.0,"This Christmas, love's got a whole new song to sing.",328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Who Framed Roger Rabbit,856,en,28.956,1988-06-21,7.5,4386,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",toon star worried wife playing pattycake someone else studio hire detective snoop stake quickly raised found dead prime suspect,329803958,104.0,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",247,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Perfect Stranger,7183,en,24.507,2007-04-11,5.8,667,['Thriller'],journalist go undercover ferret businessman best friend killer one temp enters game online cat mouse,73090611,109.0,How Far Would You Go To Keep A Secret?,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Braven,459910,en,27.666,2018-02-01,6.2,770,"['Drama', 'Action', 'Thriller']",logger defends family group dangerous drug runner,823471,94.0,They threatened his world. He will destroy theirs.,67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Open Season,7484,en,27.855,2006-09-29,6.1,2077,"['Animation', 'Family', 'Adventure', 'Comedy']",boog domesticated lb bear find stranded wood day open rely fast talking mule deer two form unlikely friendship must quickly rally forest animal form rag tag army hunter,197309027,86.0,All Fur One. One Fur All.,291,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ocean's Eleven,161,en,26.602,2001-12-07,7.4,9256,"['Thriller', 'Crime']",le hour parole charismatic thief already rolling next plan one night hand picked crew specialist attempt steal million three casino score cash risk chance reconciling ex wife,450717150,116.0,Are you in or out?,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dumbo,329996,en,33.069,2019-03-27,6.7,3610,"['Family', 'Fantasy', 'Adventure']",young elephant whose oversized ear enable fly help save struggling circus circus plan new venture friend discover dark secret beneath shiny veneer,215832199,112.0,Soar to new heights.,200,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sexo Animal,450873,pt,32.81,1983-04-06,3.0,2,['Drama'],unusual man hired large real estate firm caretaker luxury residence outskirt big city residence used real estate owner promote party defends immorality highest degree depravity meet luxury prostitute,0,114.0,,309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Jungle,205724,en,30.254,2013-04-27,5.1,320,['Comedy'],company retreat tropical island go terribly awry,0,95.0,Unleash your inner beast!,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湄公河行動,415214,zh,27.755,2016-09-30,7.0,167,"['Action', 'Adventure', 'Crime', 'War']",chinese narco cop take mission following massacre innocent fisherman region drug lord,173000000,124.0,,145,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Scorpion King,9334,en,28.997,2002-04-18,5.5,2437,"['Action', 'Adventure', 'Fantasy']",ancient peasant hired exact revenge powerful sorceress ready overtake village betrayal thief abduction strives bring justice complicated world,165333180,92.0,Warrior. Legend. King.,265,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gifted Hands: The Ben Carson Story,22683,en,24.248,2009-02-07,7.8,369,['Drama'],gifted hand movie based life story world renowned neurosurgeon,0,86.0,,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anaconda,9360,en,34.495,1997-04-11,5.1,1878,"['Adventure', 'Horror', 'Thriller']",national film crew taken hostage insane hunter take along quest capture world largest deadliest snake,136000000,89.0,When You Can't Breathe You Can't Scream.,161,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
올드보이,670,ko,25.644,2003-11-21,8.3,6209,"['Drama', 'Thriller', 'Mystery', 'Action']",clue came imprisoned drugged tortured year desperate businessman seek revenge captor,14980005,120.0,"Laugh, and the world laughs with you. Weep, and you weep alone.",131,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
S.W.A.T.: Under Siege,461053,en,28.253,2017-08-01,5.8,231,"['Action', 'Crime', 'Thriller']",cartel takedown end shootout seizes mysterious prisoner taking custody long compound siege wave wave assault team attempting recover prisoner known tattoo blazed across back discovers prisoner secret double agent planted within cartel expert team keep billion dollar secret safe,0,89.0,,527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beautiful Boy,451915,en,21.456,2018-10-12,7.5,1659,['Drama'],first wife separate journalist struggle help teenage son go experimenting drug becoming devastatingly addicted methamphetamine,7649973,121.0,,191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Six Days Seven Nights,6068,en,21.689,1998-06-12,6.0,1061,"['Adventure', 'Action', 'Comedy', 'Romance']",quinn grouchy pilot living good life agrees transfer savvy fashion editor tahiti end stranded deserted island plane crash pair avoid first forced team escape island pirate want head,164839294,98.0,"After this week in paradise, they’re going to need a vacation.",344,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,307479,en,28.054,2015-01-06,5.2,77,"['Thriller', 'Action']",young woman come roadside diner idea got two timeline get taken violent journey seek person responsible lover death,0,88.0,There are two sides to every story.,218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banlieue 13,10045,fr,26.49,2004-11-09,6.7,1397,"['Action', 'Thriller', 'Science Fiction']",set ghetto undercover cop ex thug try infiltrate gang order defuse neutron bomb,9584131,84.0,Welcome to District B13. Welcome to the future,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Amores perros,55,es,27.239,2000-06-16,7.6,1848,"['Drama', 'Thriller']",fatalistic car crash set chain event life three person young man aching run sister law supermodel homeless man life catapulted unforeseen circumstance instigated seemingly inconsequential destiny dog,20908467,154.0,Love. Betrayal. Death.,302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
I Still Know What You Did Last Summer,3600,en,23.738,1998-11-13,5.3,1106,"['Horror', 'Mystery', 'Thriller']",ever since killing one year ago still haunted image best friend win free ticket find perfect opportunity finally relax someone waiting someone thought wa dead someone revenge,40002112,100.0,Someone is dying for a second chance.,325,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Rocky III,1371,en,32.635,1982-05-28,6.8,2991,['Drama'],world champion living luxury fighting opponent pose threat ring challenge bout taking pounding humbled champ turn former bitter rival rematch,270000000,99.0,The greatest challenge.,288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captain Underpants: Mega Blissmas,768509,en,29.496,2020-12-04,5.7,7,"['Animation', 'Family', 'Comedy']",get weird really weird go back time change beloved holiday tradition,0,45.0,,135,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sonic,624956,en,31.596,2013-01-05,7.4,87,['Science Fiction'],evil take planet leaving put stop plan,0,18.0,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Overdrive,404733,en,28.741,2017-06-29,6.1,747,"['Thriller', 'Action', 'Mystery']",master car thief square french gangster money woman life line,7793,93.0,,122,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
映画ドラえもん のび太と銀河超特急,106164,ja,26.822,1996-03-02,7.7,28,['Animation'],went missing day turn later went nd century buy mystery galactic express train ticket whose destination secret passenger arrive see,0,97.0,,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mean Girls 2,51481,en,24.731,2011-01-23,5.3,1012,['Comedy'],clique girl make life difficult new student form rival group take control school corridor,0,96.0,The Plastics are back!,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joan of Arc,10047,en,24.729,1999-10-27,6.4,1087,"['Adventure', 'Drama', 'Action', 'History', 'War']",teenage girl remote french village stood message claimed came would defeat world greatest army liberate country political religious turmoil following mission reclaim god diminished kingdom amazing victory violent untimely death,66976317,158.0,,358,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
